id,visits,last_visit,res_sum,res_std,res_mean,hands_sum,hands_std,hands_mean,bets_sum,bets_std,bets_mean
768,123,2024-12-27,-1316.4271503972554,109.12842412646322,-10.70265975932728,8185.0,11.631364964409373,66.54471544715447,84498.78729150686,120.07773170892033,686.9820105000557
769,247,2024-12-28,-6131.817695917418,96.5467945068484,-24.825172857965256,17222.0,12.519988771357824,69.7246963562753,174199.29677608953,126.63878989751886,705.2603108343706
772,198,2025-01-01,-3320.99009504658,106.9766233556769,-16.77267724771,13462.0,12.131430877737058,67.98989898989899,135608.23954704974,122.20487182563086,684.8900987224735
517,132,2024-12-22,-2182.291863015049,95.3226882445234,-16.53251411375037,8751.0,11.581554454444673,66.29545454545455,86798.97039945934,114.87452888482115,657.5679575716617
265,82,2024-12-14,-1001.3871230239354,427.0040725252722,-12.212038085657749,8122.0,16.330356618680373,99.04878048780488,279965.3649197029,562.9074427502751,3414.21176731345
778,305,2024-12-25,-7397.00793113079,107.10489530320265,-24.252485020100952,21350.0,12.20024186806738,70.0,223461.395044867,127.69475727040427,732.6603116225148
523,292,2025-01-01,-3162.44301098716,85.07105890243682,-10.830284284202603,20217.0,11.984678461560177,69.23630136986301,197023.35960026132,116.79584578451191,674.7375328776072
780,285,2024-12-28,-24837.78485726893,242.36586610940108,-87.15012230620677,118862.0,40.127690311073806,417.059649122807,1163195.6272621062,392.69366073235375,4081.3881658319515
781,214,2024-12-31,-165.73675777824747,86.5695112279138,-0.7744708307394741,14525.0,12.917711064630247,67.87383177570094,138351.72434491423,123.04217558560913,646.5033847893188
267,266,2025-01-01,-1589.9480407030921,476.45656564310804,-5.977248273319895,25792.0,14.830575009531737,96.9624060150376,932508.357956431,536.1986332850544,3505.670518633199
273,574,2025-01-01,-32059.9832651338,454.8495564032852,-55.853629381766204,59089.0,15.315673850124048,102.94250871080139,2057592.8589034886,533.3212804973878,3584.6565486123495
786,192,2024-12-29,-3285.4614435537615,94.47790097754817,-17.111778351842506,13468.0,12.03119137792356,70.14583333333333,129295.11039680634,115.50150114447068,673.4120333166996
530,266,2024-12-26,-286.4037724616555,89.56582054437912,-1.076705911509983,18572.0,10.634271867050812,69.81954887218045,180539.11806841427,103.37616111227132,678.718488979001
276,295,2024-12-29,-79044.33483428415,1607.1403149533637,-267.9468977433361,46556.0,31.860081567252628,157.81694915254238,4664312.980337989,3191.9707880566098,15811.23044182369
793,299,2024-12-31,-25773.115187007228,209.61106297666973,-86.19770965554257,121369.0,42.54287271753271,405.9163879598662,1192390.6694840766,417.96277864557413,3987.9286604818612
282,138,2024-12-31,-13183.721504047924,210.7956479526653,-95.53421379744873,50800.0,40.63590053780497,368.1159420289855,526298.2712043191,420.9961457062484,3813.755588437095
545,148,2024-12-29,2011.7369081114548,468.0295374589383,13.592816946699019,13877.0,15.819232857372173,93.76351351351352,493012.33579811885,562.0146243098224,3331.1644310683705
546,144,2024-12-31,-17513.493368681404,217.86521637736428,-121.62148172695419,55989.0,43.725940805265196,388.8125,546033.3252562487,426.4377084401729,3791.8980920572826
551,184,2024-12-21,-24190.535811428916,262.4067888373244,-131.47030332298323,75498.0,39.525151416761936,410.3152173913044,748573.9069616685,391.8977591366263,4068.336450878633
808,315,2024-12-23,-38856.07790191824,244.93570712892284,-123.3526282600579,123070.0,39.5911786393371,390.6984126984127,1319645.2916619629,424.52516846306077,4189.3501322602
302,122,2024-12-22,-8175.705422434824,508.41708651162116,-67.01397887241659,12925.0,14.175307080449684,105.94262295081967,467231.24958933133,512.4291249911802,3829.7643408961585
